l,0.019741296768188477,0,expectimax
l,0.01600813865661621,0,minimax
l,0.01600337028503418,0,expectimax
l,0.015993356704711914,0,expectimax
l,0.014996051788330078,0,expectimax
l,0.017004966735839844,0,expectimax
l,0.015994787216186523,0,expectimax
l,0.01699995994567871,0,minimax
l,0.01600193977355957,0,expectimax
l,0.016999483108520508,0,minimax
l,0.01699995994567871,0,expectimax
l,0.017003774642944336,0,expectimax
l,0.017006397247314453,0,minimax
l,0.017000436782836914,0,minimax
l,0.016993045806884766,0,minimax
l,0.016999483108520508,0,expectimax
l,0.01699995994567871,0,expectimax
l,0.017000198364257812,0,minimax
l,0.015999555587768555,0,expectimax
l,0.016000747680664062,0,minimax
l,0.016001224517822266,0,expectimax
l,0.016999006271362305,0,minimax
l,0.01600503921508789,0,minimax
l,0.015993356704711914,0,expectimax
l,0.016997337341308594,0,expectimax
l,0.017002344131469727,0,expectimax
l,0.016997098922729492,0,minimax
l,0.01700448989868164,0,expectimax
l,0.01699519157409668,0,minimax
l,0.01700425148010254,0,expectimax
l,0.017000198364257812,0,minimax
l,0.017000198364257812,0,expectimax
l,0.015999794006347656,0,expectimax
l,0.01600050926208496,0,expectimax
l,0.016000032424926758,0,minimax
l,0.01699995994567871,0,minimax
l,0.016995906829833984,0,minimax
l,0.01600956916809082,0,expectimax
l,0.016993999481201172,0,expectimax
l,0.017000436782836914,0,expectimax
l,0.016998767852783203,0,expectimax
l,0.01700115203857422,0,expectimax
l,0.01699995994567871,0,expectimax
l,0.017000198364257812,0,minimax
l,0.01699972152709961,0,minimax
l,0.017000198364257812,0,expectimax
l,0.01699995994567871,0,expectimax
l,0.017000436782836914,0,expectimax
l,0.016999483108520508,0,expectimax
l,0.016005754470825195,0,expectimax
l,0.011999845504760742,0,minimax
l,0.017004013061523438,0,minimax
l,0.015999555587768555,0,minimax
l,0.01699972152709961,0,minimax
l,0.01699972152709961,0,expectimax
l,0.0160062313079834,0,expectimax
l,0.016993999481201172,0,expectimax
l,0.015995025634765625,0,expectimax
l,0.017000198364257812,0,minimax
l,0.01700568199157715,0,expectimax
l,0.016999244689941406,0,expectimax
l,0.017000198364257812,0,expectimax
l,0.016997098922729492,0,expectimax
l,0.015998125076293945,0,minimax
l,0.016000032424926758,0,minimax
l,0.01600813865661621,0,minimax
l,0.016993045806884766,0,minimax
l,0.01600933074951172,0,minimax
l,0.01699042320251465,0,minimax
l,0.017000675201416016,0,minimax
l,0.01700282096862793,0,expectimax
l,0.017000198364257812,0,minimax
l,0.015996456146240234,0,expectimax
l,0.017003297805786133,0,minimax
l,0.016996145248413086,0,minimax
l,0.016999244689941406,0,minimax
l,0.017004728317260742,0,minimax
l,0.015996217727661133,0,minimax
l,0.017000198364257812,0,expectimax
l,0.016000032424926758,0,expectimax
l,0.016000032424926758,0,expectimax
l,0.015998363494873047,0,expectimax
l,0.017005443572998047,0,minimax
l,0.016995906829833984,0,minimax
l,0.015999555587768555,0,minimax
l,0.017000436782836914,0,expectimax
l,0.017999887466430664,0,expectimax
l,0.016000032424926758,0,expectimax
l,0.01699972152709961,0,minimax
l,0.01701188087463379,0,minimax
l,0.01699209213256836,0,minimax
l,0.016996383666992188,0,minimax
l,0.016999244689941406,0,minimax
l,0.01700115203857422,0,minimax
l,0.01699972152709961,0,expectimax
l,0.01699972152709961,0,minimax
l,0.016000032424926758,0,expectimax
l,0.016999483108520508,0,minimax
l,0.017000675201416016,0,expectimax
l,0.01600027084350586,0,minimax
w,3.440563678741455,300,minimax
w,24.312269926071167,300,expectimax
l,11.264831066131592,0,minimax
